date,time,co,no,no2,o3,so2,pm2_5,pm10,nh3,aqi
2024-01-13,21:00:00,520.71,0.0,7.88,58.65,3.93,24.0,27.46,1.76,2.0
2024-01-13,22:00:00,527.38,0.0,7.88,54.36,4.35,26.38,29.74,1.82,3.0
2024-01-13,23:00:00,540.73,0.0,8.14,52.21,4.89,28.89,32.03,1.76,3.0
2024-01-14,00:00:00,560.76,0.0,9.42,51.5,5.66,32.1,35.06,1.57,3.0
2024-01-14,01:00:00,627.52,0.0,13.88,50.07,6.79,36.41,39.61,1.58,3.0
2024-01-14,02:00:00,787.73,0.09,26.05,38.62,8.7,43.87,48.03,1.84,3.0
2024-01-14,03:00:00,961.3,3.41,34.96,30.04,10.37,49.41,54.58,2.22,3.0
2024-01-14,04:00:00,934.6,7.38,27.76,41.13,10.25,47.54,53.18,3.1,3.0
2024-01-14,05:00:00,781.06,5.14,19.36,62.23,8.58,41.84,47.6,4.12,3.0
2024-01-14,06:00:00,640.87,2.63,12.17,90.84,6.85,42.65,48.2,3.74,3.0
2024-01-14,07:00:00,447.27,0.73,3.9,114.44,4.47,59.98,64.29,0.16,4.0
2024-01-14,08:00:00,413.89,0.6,3.38,114.44,3.99,57.31,61.11,0.0,4.0
2024-01-14,09:00:00,400.54,0.6,3.56,113.01,3.93,53.67,57.18,0.0,4.0
2024-01-14,10:00:00,417.23,0.78,5.23,110.15,4.59,55.27,58.8,0.13,4.0
2024-01-14,11:00:00,473.98,1.1,9.68,103.0,5.54,58.16,61.95,0.59,4.0
2024-01-14,12:00:00,540.73,0.73,16.45,88.69,6.14,59.27,63.35,1.03,4.0
2024-01-14,13:00:00,634.19,0.06,24.33,68.66,6.5,60.45,65.17,2.12,4.0
2024-01-14,14:00:00,720.98,0.0,29.13,52.21,7.15,63.21,69.17,4.18,4.0
2024-01-14,15:00:00,761.03,0.0,30.85,44.35,7.75,65.81,72.9,5.83,4.0
2024-01-14,16:00:00,741.0,0.0,27.42,45.06,7.57,67.85,75.49,6.71,4.0
2024-01-14,17:00:00,700.95,0.0,23.31,49.35,6.74,68.92,76.65,6.52,4.0
2024-01-14,18:00:00,660.9,0.0,19.71,54.36,5.72,68.27,75.52,5.0,4.0
2024-01-14,19:00:00,620.84,0.0,15.25,59.37,5.3,66.54,73.28,3.2,4.0
2024-01-14,20:00:00,614.17,0.0,12.85,59.37,5.78,67.77,74.73,2.25,4.0
2024-01-14,21:00:00,614.17,0.0,10.88,58.65,6.26,70.57,78.03,1.77,4.0
2024-01-14,22:00:00,634.19,0.0,10.88,52.93,6.2,74.02,81.79,1.73,4.0
2024-01-14,23:00:00,660.9,0.0,12.0,45.06,6.02,77.48,85.28,1.73,5.0
2024-01-15,00:00:00,714.3,0.01,15.08,38.27,6.56,83.32,90.36,1.68,5.0
2024-01-15,01:00:00,867.84,0.16,25.36,27.18,7.99,90.65,98.2,1.98,5.0
2024-01-15,02:00:00,1255.04,5.76,45.93,6.53,11.32,100.61,110.41,2.79,5.0
2024-01-15,03:00:00,1789.09,29.95,52.09,7.06,14.66,110.68,122.59,4.05,5.0
2024-01-15,04:00:00,1642.23,24.59,50.72,29.68,18.12,105.1,116.46,3.96,5.0
2024-01-15,05:00:00,1255.04,12.63,38.04,62.94,16.93,95.86,106.53,4.81,5.0
2024-01-15,06:00:00,934.6,5.48,24.33,107.29,13.95,90.63,100.46,4.75,5.0
2024-01-15,07:00:00,534.06,1.23,7.03,137.33,9.18,81.47,87.45,0.52,5.0
2024-01-15,08:00:00,494.0,0.88,5.74,143.05,8.58,81.26,86.56,0.03,5.0
2024-01-15,09:00:00,487.33,0.87,6.08,138.76,8.23,78.74,83.86,0.21,5.0
2024-01-15,10:00:00,514.03,1.19,9.34,130.18,9.06,74.13,79.06,0.7,4.0
2024-01-15,11:00:00,607.49,1.77,18.16,111.58,10.85,69.27,74.24,1.49,4.0
2024-01-15,12:00:00,734.33,1.37,30.85,86.55,12.04,65.62,70.73,2.22,4.0
2024-01-15,13:00:00,787.73,0.11,35.3,68.66,12.04,64.31,69.88,3.04,4.0
2024-01-15,14:00:00,794.41,0.0,32.22,62.23,11.92,69.81,76.59,4.18,4.0
2024-01-15,15:00:00,774.38,0.0,28.79,63.66,11.44,78.65,86.58,4.88,5.0
2024-01-15,16:00:00,741.0,0.0,25.02,67.23,10.49,86.69,95.48,5.38,5.0
2024-01-15,17:00:00,741.0,0.0,22.96,66.52,9.89,92.96,102.36,5.57,5.0
2024-01-15,18:00:00,727.65,0.0,21.08,65.09,9.3,92.07,101.15,4.43,5.0
2024-01-15,19:00:00,680.92,0.0,17.14,66.52,8.7,86.87,95.16,2.91,5.0
2024-01-15,20:00:00,640.87,0.0,12.68,67.23,9.18,84.02,92.02,2.06,5.0
2024-01-15,21:00:00,640.87,0.0,10.62,64.37,10.37,87.57,95.82,1.54,5.0
2024-01-15,22:00:00,660.9,0.0,10.45,60.08,10.73,95.02,103.61,1.27,5.0
2024-01-15,23:00:00,680.92,0.0,10.97,54.36,9.89,102.22,110.73,1.2,5.0
2024-01-16,00:00:00,707.63,0.0,13.37,48.64,9.06,105.9,113.87,1.25,5.0
2024-01-16,01:00:00,807.76,0.02,21.08,38.62,9.18,107.34,115.24,1.65,5.0
2024-01-16,02:00:00,1054.76,0.95,40.1,19.49,11.56,107.35,116.96,2.34,5.0
2024-01-16,03:00:00,1281.74,9.28,46.61,16.99,15.5,106.15,116.97,2.63,5.0
2024-01-16,04:00:00,1001.36,7.49,32.22,54.36,18.84,92.47,102.29,2.01,5.0
2024-01-16,05:00:00,881.2,6.09,25.02,80.82,20.27,89.16,98.76,2.75,5.0
2024-01-16,06:00:00,787.73,4.08,19.88,111.58,20.5,90.11,99.24,3.01,5.0
2024-01-16,07:00:00,567.44,1.69,10.02,137.33,13.83,76.69,82.81,0.63,5.0
2024-01-16,08:00:00,514.03,1.19,7.88,148.77,11.8,73.86,79.06,0.0,4.0
2024-01-16,09:00:00,500.68,1.09,7.97,153.06,11.09,72.91,77.94,0.06,4.0
2024-01-16,10:00:00,554.08,1.69,13.19,147.34,12.4,72.93,78.02,0.74,4.0
2024-01-16,11:00:00,727.65,2.85,27.42,130.18,15.74,73.26,78.69,1.93,4.0
2024-01-16,12:00:00,934.6,2.46,46.61,97.27,17.64,71.78,77.48,2.98,4.0
2024-01-16,13:00:00,974.66,0.21,52.78,72.24,16.69,68.62,74.64,3.86,4.0
2024-01-16,14:00:00,867.84,0.0,41.13,66.52,14.07,64.95,71.64,5.13,4.0
2024-01-16,15:00:00,734.33,0.0,28.79,66.52,11.56,62.34,69.56,6.08,4.0
2024-01-16,16:00:00,634.19,0.0,20.56,70.81,9.18,59.77,66.89,6.27,4.0
2024-01-16,17:00:00,607.49,0.0,18.85,69.38,8.23,59.73,67.03,6.4,4.0
2024-01-16,18:00:00,580.79,0.0,18.51,65.09,7.51,59.5,66.93,5.89,4.0
2024-01-16,19:00:00,520.71,0.0,15.42,62.94,6.56,55.99,63.17,4.37,4.0
2024-01-16,20:00:00,453.95,0.0,10.97,64.37,5.96,52.2,59.19,3.04,4.0
2024-01-16,21:00:00,423.91,0.0,8.48,66.52,5.66,50.81,57.83,2.28,4.0
2024-01-16,22:00:00,413.89,0.0,7.63,67.95,5.84,49.99,57.21,2.06,3.0
2024-01-16,23:00:00,410.56,0.0,7.8,67.23,6.26,48.0,55.41,1.95,3.0
2024-01-17,00:00:00,417.23,0.0,9.51,65.09,6.85,44.89,52.44,1.93,3.0
2024-01-17,01:00:00,473.98,0.0,15.59,58.65,7.87,42.19,50.0,2.28,3.0
2024-01-17,02:00:00,667.57,0.59,30.85,42.92,10.01,41.99,50.49,3.04,3.0
2024-01-17,03:00:00,894.55,7.38,38.04,36.12,12.64,43.24,52.3,3.74,3.0
2024-01-17,04:00:00,827.79,9.28,30.85,54.36,14.54,42.69,51.19,3.93,3.0
2024-01-17,05:00:00,720.98,7.15,25.02,75.82,16.45,43.63,51.92,4.62,3.0
2024-01-17,06:00:00,667.57,5.03,21.42,103.0,19.07,48.37,56.53,4.88,3.0
2024-01-17,07:00:00,514.03,2.01,11.31,134.47,15.14,56.35,62.64,1.96,4.0
2024-01-17,08:00:00,494.0,1.29,9.0,154.5,13.71,62.62,68.34,1.14,4.0
2024-01-17,09:00:00,494.0,1.13,9.08,161.65,13.35,64.19,69.77,1.14,4.0
2024-01-17,10:00:00,587.46,1.84,16.62,154.5,14.9,65.47,71.24,1.8,4.0
2024-01-17,11:00:00,821.11,3.07,34.96,127.32,17.4,66.54,72.79,2.98,4.0
2024-01-17,12:00:00,1068.12,2.26,56.89,87.26,17.64,65.33,71.96,3.96,4.0
2024-01-17,13:00:00,1121.52,0.16,61.69,60.08,15.74,62.62,69.46,4.75,4.0
2024-01-17,14:00:00,974.66,0.0,46.61,58.65,13.47,60.41,67.83,5.89,4.0
2024-01-17,15:00:00,807.76,0.0,32.9,67.23,12.28,59.85,67.98,6.97,4.0
2024-01-17,16:00:00,667.57,0.0,23.65,77.25,10.73,58.3,66.68,7.28,4.0
2024-01-17,17:00:00,594.14,0.0,20.56,75.82,9.42,53.98,62.15,7.41,4.0
2024-01-17,18:00:00,540.73,0.0,18.68,67.23,8.11,46.3,53.67,7.09,3.0
2024-01-17,19:00:00,447.27,0.0,13.37,66.52,6.44,37.22,43.41,5.7,3.0
2024-01-17,20:00:00,387.19,0.0,9.51,68.66,5.66,33.13,39.15,4.37,3.0
2024-01-17,21:00:00,367.16,0.0,7.54,69.38,5.36,32.02,38.37,3.07,3.0
2024-01-17,22:00:00,370.5,0.0,7.2,67.95,5.42,32.66,39.47,2.31,3.0
2024-01-17,23:00:00,387.19,0.0,7.8,63.66,5.78,34.01,41.18,2.15,3.0
2024-01-18,00:00:00,417.23,0.0,9.94,58.65,6.2,35.32,42.58,2.22,3.0
2024-01-18,01:00:00,507.35,0.0,16.96,49.35,7.21,37.34,44.83,2.5,3.0
2024-01-18,02:00:00,727.65,0.32,34.27,30.4,9.3,40.13,48.58,3.1,3.0
2024-01-18,03:00:00,974.66,6.03,45.24,18.06,11.8,41.77,51.18,3.64,3.0
2024-01-18,04:00:00,934.6,9.05,38.04,26.46,13.71,39.12,48.82,4.05,3.0
2024-01-18,05:00:00,794.41,7.26,30.85,41.13,15.26,36.98,46.79,4.88,3.0
2024-01-18,06:00:00,687.6,5.53,25.02,62.23,17.17,37.38,47.4,5.26,3.0
2024-01-18,07:00:00,453.95,2.15,10.62,115.87,14.42,40.95,47.88,1.74,3.0
2024-01-18,08:00:00,417.23,1.19,8.23,135.9,13.23,44.68,50.31,0.78,3.0
2024-01-18,09:00:00,417.23,1.05,8.65,141.62,12.99,45.19,50.53,0.77,4.0
2024-01-18,10:00:00,567.44,1.84,20.73,125.89,15.5,46.53,52.19,1.66,3.0
2024-01-18,11:00:00,934.6,3.8,47.98,91.55,19.31,50.23,56.74,3.17,4.0
2024-01-18,12:00:00,1375.2,4.14,81.57,47.92,21.7,54.23,61.72,4.62,4.0
2024-01-18,13:00:00,1562.12,0.98,97.33,18.95,22.65,55.16,63.38,5.7,4.0
2024-01-18,14:00:00,1308.44,0.13,72.66,23.96,20.5,48.53,56.8,6.59,3.0
2024-01-18,15:00:00,894.55,0.0,41.47,43.99,15.26,39.42,47.35,7.28,3.0
2024-01-18,16:00:00,607.49,0.0,23.31,64.37,10.97,33.86,41.47,7.35,3.0
2024-01-18,17:00:00,540.73,0.0,19.54,67.95,9.06,32.24,39.79,7.22,3.0
2024-01-18,18:00:00,500.68,0.0,17.48,63.66,7.75,30.43,37.71,6.78,3.0
2024-01-18,19:00:00,440.6,0.0,14.22,62.23,6.44,28.14,34.97,5.64,3.0
2024-01-18,20:00:00,407.22,0.0,11.82,59.37,5.96,27.21,34.0,4.5,3.0
2024-01-18,21:00:00,397.21,0.0,10.45,56.51,5.78,26.98,33.81,3.36,3.0
2024-01-18,22:00:00,410.56,0.0,10.8,50.78,5.78,27.67,34.73,2.69,3.0
2024-01-18,23:00:00,440.6,0.0,12.17,43.27,5.96,28.62,35.91,2.56,3.0
2024-01-19,00:00:00,487.33,0.01,15.42,35.41,6.56,30.98,37.98,2.6,3.0
2024-01-19,01:00:00,614.17,0.24,24.68,23.6,7.75,34.13,40.82,3.07,3.0
2024-01-19,02:00:00,921.25,5.31,41.47,5.59,9.78,35.85,43.57,3.96,3.0
2024-01-19,03:00:00,1214.98,21.46,42.16,5.9,12.28,35.19,43.49,4.75,3.0
2024-01-19,04:00:00,680.92,6.43,26.39,48.64,12.87,22.44,27.66,3.23,2.0
2024-01-19,05:00:00,520.71,4.19,16.28,75.1,12.52,21.06,25.85,3.1,2.0
2024-01-19,06:00:00,453.95,2.71,11.65,101.57,12.52,25.45,30.52,3.1,3.0
2024-01-19,07:00:00,397.21,1.44,7.54,123.02,9.78,29.82,34.07,1.9,3.0
2024-01-19,08:00:00,387.19,1.16,6.85,133.04,8.82,32.53,36.34,1.31,3.0
2024-01-19,09:00:00,390.53,1.13,7.37,135.9,8.82,34.86,38.78,1.28,3.0
2024-01-19,10:00:00,403.88,1.12,8.91,134.47,9.18,36.05,40.13,1.36,3.0
2024-01-19,11:00:00,427.25,1.03,12.51,124.45,9.54,36.13,40.32,1.58,3.0
2024-01-19,12:00:00,460.62,0.52,17.48,110.15,9.89,35.95,40.25,1.85,3.0
2024-01-19,13:00:00,534.06,0.03,23.65,91.55,11.09,36.25,40.86,2.75,3.0
2024-01-19,14:00:00,567.44,0.0,22.96,84.4,11.32,36.99,42.16,3.86,3.0
2024-01-19,15:00:00,534.06,0.0,19.19,87.26,10.49,41.03,47.03,4.31,3.0
2024-01-19,16:00:00,487.33,0.0,15.59,91.55,10.25,45.98,52.47,4.12,3.0
2024-01-19,17:00:00,460.62,0.0,13.88,91.55,10.01,46.0,52.52,3.96,3.0
2024-01-19,18:00:00,447.27,0.0,12.51,94.41,9.18,45.35,52.05,3.32,3.0
2024-01-19,19:00:00,427.25,0.0,9.6,100.14,8.58,47.53,54.17,2.18,3.0
2024-01-19,20:00:00,410.56,0.0,6.43,101.57,7.75,44.76,50.64,1.5,3.0
2024-01-19,21:00:00,403.88,0.0,5.44,92.98,7.63,37.63,42.59,1.28,3.0
2024-01-19,22:00:00,400.54,0.0,5.48,79.39,7.63,32.14,36.56,1.28,3.0
2024-01-19,23:00:00,397.21,0.0,6.08,67.23,7.57,28.15,32.15,1.3,3.0
2024-01-20,00:00:00,403.88,0.0,7.37,57.94,7.57,26.9,30.86,1.36,3.0
2024-01-20,01:00:00,440.6,0.0,10.97,48.64,7.87,27.85,32.08,1.55,3.0
2024-01-20,02:00:00,534.06,0.1,19.19,37.19,8.82,30.31,35.2,1.92,3.0
2024-01-20,03:00:00,607.49,2.85,22.62,33.97,9.89,32.55,37.85,2.28,3.0
2024-01-20,04:00:00,560.76,5.31,16.96,43.63,10.61,34.25,39.58,2.18,3.0
2024-01-20,05:00:00,494.0,4.69,13.02,56.51,11.32,36.35,41.75,2.12,3.0
2024-01-20,06:00:00,467.3,3.27,10.88,77.25,12.16,41.72,47.32,2.09,3.0
2024-01-20,07:00:00,373.84,0.96,5.31,115.87,7.39,39.0,42.89,0.64,3.0
2024-01-20,08:00:00,363.83,0.68,4.97,127.32,6.62,38.53,42.07,0.52,3.0
2024-01-20,09:00:00,370.5,0.64,6.0,125.89,7.09,38.22,41.76,0.63,3.0
2024-01-20,10:00:00,417.23,0.82,10.28,120.16,8.58,38.29,41.99,0.99,3.0
2024-01-20,11:00:00,540.73,1.17,21.42,103.0,10.73,39.19,43.27,1.77,3.0
2024-01-20,12:00:00,707.63,0.75,36.33,80.82,12.4,39.85,44.39,2.6,3.0
2024-01-20,13:00:00,767.71,0.05,40.1,67.23,12.76,39.85,44.84,3.32,3.0
2024-01-20,14:00:00,687.6,0.0,30.5,67.95,11.68,38.93,44.43,4.18,3.0
2024-01-20,15:00:00,587.46,0.0,21.59,72.96,9.78,37.07,42.98,5.0,3.0
2024-01-20,16:00:00,500.68,0.0,15.77,76.53,7.75,34.58,40.68,5.45,3.0
2024-01-20,17:00:00,467.3,0.0,13.71,75.82,6.79,32.99,39.34,5.83,3.0
2024-01-20,18:00:00,440.6,0.0,12.17,75.82,6.26,32.9,39.56,5.83,3.0
2024-01-20,19:00:00,417.23,0.0,9.77,83.68,6.56,37.22,44.6,5.0,3.0
2024-01-20,20:00:00,413.89,0.0,7.63,91.55,7.63,43.63,51.72,3.7,3.0
2024-01-20,21:00:00,420.57,0.0,6.51,92.98,8.82,48.12,56.74,2.37,3.0
2024-01-20,22:00:00,427.25,0.0,6.6,85.83,10.01,51.12,60.02,1.66,4.0
2024-01-20,23:00:00,440.6,0.0,7.2,75.1,10.49,54.21,62.9,1.25,4.0
2024-01-21,00:00:00,453.95,0.0,8.74,65.8,10.37,56.19,64.21,1.01,4.0
2024-01-21,01:00:00,494.0,0.0,13.02,55.79,10.37,54.19,62.08,1.44,4.0
2024-01-21,02:00:00,620.84,0.07,23.65,41.48,11.44,49.64,58.3,2.41,3.0
2024-01-21,03:00:00,761.03,2.49,31.19,32.9,13.23,46.07,55.43,3.55,3.0
2024-01-21,04:00:00,660.9,5.09,20.39,55.79,13.59,42.13,51.01,3.04,3.0
2024-01-21,05:00:00,554.08,3.91,14.39,75.82,13.71,40.3,48.89,2.94,3.0
2024-01-21,06:00:00,507.35,2.74,11.31,95.84,14.07,41.23,49.69,3.07,3.0
2024-01-21,07:00:00,387.19,1.08,5.57,115.87,8.23,35.46,40.75,1.46,3.0
2024-01-21,08:00:00,367.16,0.82,4.76,125.89,6.85,35.35,39.67,1.22,3.0
2024-01-21,09:00:00,370.5,0.82,5.18,130.18,6.91,35.34,39.45,1.31,3.0
2024-01-21,10:00:00,440.6,1.58,10.28,127.32,8.7,36.68,40.93,1.85,3.0
2024-01-21,11:00:00,620.84,3.07,22.96,113.01,11.44,38.59,43.26,2.85,3.0
2024-01-21,12:00:00,834.47,3.19,41.13,85.12,13.35,39.22,44.35,3.83,3.0
2024-01-21,13:00:00,907.9,0.44,49.35,60.8,13.11,38.51,44.06,4.69,3.0
2024-01-21,14:00:00,807.76,0.0,38.39,57.22,10.97,37.58,43.77,5.76,3.0
2024-01-21,15:00:00,674.25,0.0,26.73,62.23,9.18,36.97,43.8,6.84,3.0
2024-01-21,16:00:00,560.76,0.0,18.68,68.66,7.51,34.9,41.77,7.09,3.0
2024-01-21,17:00:00,514.03,0.0,16.11,67.95,6.56,32.23,38.95,7.09,3.0
2024-01-21,18:00:00,480.65,0.0,14.57,63.66,5.72,29.1,35.44,6.78,3.0
2024-01-21,19:00:00,433.92,0.0,11.65,61.51,5.07,25.37,30.99,5.13,3.0
2024-01-21,20:00:00,413.89,0.0,9.85,59.37,5.3,23.71,29.07,3.77,2.0
2024-01-21,21:00:00,403.88,0.0,8.65,57.22,5.3,22.63,27.92,2.69,2.0
2024-01-21,22:00:00,407.22,0.0,8.48,54.36,5.42,22.0,27.38,2.12,2.0
2024-01-21,23:00:00,417.23,0.0,9.08,50.78,5.66,21.78,27.36,1.95,2.0
2024-01-22,00:00:00,440.6,0.0,11.14,46.49,6.26,21.9,27.74,1.92,2.0
2024-01-22,01:00:00,534.06,0.02,18.34,39.7,7.33,23.18,29.5,2.15,2.0
2024-01-22,02:00:00,774.38,1.12,35.99,23.25,9.54,26.37,33.76,2.88,3.0
2024-01-22,03:00:00,988.01,9.83,40.78,21.64,12.28,28.9,36.98,3.61,3.0
2024-01-22,04:00:00,774.38,8.27,27.42,48.64,13.23,26.83,34.17,3.64,3.0
2024-01-22,05:00:00,634.19,5.7,19.54,72.24,13.59,27.5,35.3,4.31,3.0
2024-01-22,06:00:00,560.76,3.35,14.57,103.0,14.07,32.37,40.67,4.69,3.0
2024-01-22,07:00:00,420.57,1.23,6.94,128.75,8.94,33.14,38.45,2.28,3.0
2024-01-22,08:00:00,397.21,0.95,5.91,135.9,7.63,34.23,38.66,1.82,3.0
2024-01-22,09:00:00,397.21,0.95,6.34,135.9,7.51,34.63,39.0,1.92,3.0
2024-01-22,10:00:00,480.65,1.75,12.17,128.75,9.42,36.11,40.75,2.53,3.0
2024-01-22,11:00:00,680.92,3.24,26.73,108.72,12.16,38.24,43.47,3.61,3.0
2024-01-22,12:00:00,907.9,2.96,46.61,76.53,13.47,39.54,45.34,4.62,3.0
2024-01-22,13:00:00,934.6,0.3,51.41,57.22,13.11,39.68,46.01,5.26,3.0
2024-01-22,14:00:00,767.71,0.0,36.33,62.94,11.68,39.04,46.05,5.95,3.0
2024-01-22,15:00:00,620.84,0.0,24.68,69.38,10.01,35.92,43.29,6.46,3.0
2024-01-22,16:00:00,520.71,0.0,17.65,71.53,8.11,30.33,37.56,6.46,3.0
2024-01-22,17:00:00,480.65,0.0,15.25,68.66,6.85,27.42,34.63,6.33,3.0
2024-01-22,18:00:00,447.27,0.0,13.02,70.1,5.9,26.6,33.51,5.45,3.0
2024-01-22,19:00:00,407.22,0.0,10.54,72.96,5.13,26.53,33.14,4.12,3.0
2024-01-22,20:00:00,387.19,0.0,8.74,72.24,5.01,27.14,33.85,3.42,3.0
2024-01-22,21:00:00,380.52,0.0,7.88,70.1,5.13,27.68,34.62,2.88,3.0
2024-01-22,22:00:00,400.54,0.0,8.74,62.94,5.25,28.72,35.93,2.34,3.0
2024-01-22,23:00:00,440.6,0.0,11.14,52.93,5.3,30.58,38.22,2.22,3.0
2024-01-23,00:00:00,520.71,0.01,16.45,41.84,5.96,32.94,41.19,2.56,3.0
2024-01-23,01:00:00,714.3,0.38,30.5,24.32,7.33,36.02,45.46,3.32,3.0
2024-01-23,02:00:00,1134.87,8.27,50.72,4.07,9.78,40.62,51.74,4.5,3.0
2024-01-23,03:00:00,1361.85,23.02,50.72,11.44,12.52,40.84,51.78,5.57,3.0
2024-01-23,04:00:00,761.03,8.05,29.13,52.93,13.47,28.65,35.52,4.12,3.0
2024-01-23,05:00:00,607.49,5.7,20.05,75.82,14.19,26.06,32.21,4.05,3.0
2024-01-23,06:00:00,547.41,3.86,15.77,101.57,15.5,27.58,33.54,3.89,3.0
2024-01-23,07:00:00,423.91,1.55,8.14,125.89,10.25,29.28,33.64,2.44,3.0
2024-01-23,08:00:00,410.56,1.12,6.94,138.76,9.18,32.31,36.34,2.09,3.0
2024-01-23,09:00:00,420.57,1.06,7.45,145.91,9.66,34.1,38.19,2.18,4.0
2024-01-23,10:00:00,674.25,3.49,24.68,130.18,13.11,38.44,43.33,3.42,3.0
2024-01-23,11:00:00,1268.39,8.83,64.43,82.97,17.64,45.04,51.53,5.64,3.0
2024-01-23,12:00:00,1949.31,15.42,111.04,28.61,21.22,50.53,58.72,8.04,4.0
2024-01-23,13:00:00,2216.34,18.55,120.64,1.59,21.7,52.63,62.19,9.75,4.0
2024-01-23,14:00:00,1789.09,7.71,94.59,2.39,18.6,49.75,59.71,9.63,3.0
2024-01-23,15:00:00,1201.63,0.32,60.32,23.25,14.42,44.45,54.2,9.37,3.0
2024-01-23,16:00:00,794.41,0.0,31.19,52.21,10.73,37.35,46.45,8.87,3.0
2024-01-23,17:00:00,634.19,0.0,22.62,59.37,8.23,29.75,38.16,7.98,3.0
2024-01-23,18:00:00,534.06,0.0,17.82,60.08,6.5,24.14,31.38,5.51,2.0
2024-01-23,19:00:00,423.91,0.0,10.97,68.66,5.3,21.47,28.35,2.88,2.0
2024-01-23,20:00:00,387.19,0.0,8.23,70.81,5.01,21.16,29.01,2.06,2.0
2024-01-23,21:00:00,370.5,0.0,6.94,67.95,5.19,21.66,30.8,1.84,2.0
2024-01-23,22:00:00,377.18,0.0,7.54,60.8,5.78,23.17,33.08,1.74,2.0
2024-01-23,23:00:00,403.88,0.0,9.25,50.78,6.44,25.55,36.42,1.74,3.0
2024-01-24,00:00:00,453.95,0.01,13.37,40.77,7.75,28.56,40.25,1.85,3.0
2024-01-24,01:00:00,587.46,0.22,23.99,25.39,10.01,33.35,46.38,2.22,3.0
2024-01-24,02:00:00,907.9,5.31,41.81,5.81,13.59,41.51,56.37,2.85,3.0
2024-01-24,03:00:00,1161.58,19.67,42.84,6.97,18.12,49.52,65.1,2.88,3.0
2024-01-24,04:00:00,814.44,10.39,31.53,30.04,26.94,51.17,64.26,1.08,4.0
2024-01-24,05:00:00,720.98,9.16,26.73,45.06,29.8,55.48,68.18,1.01,4.0
2024-01-24,06:00:00,700.95,7.49,25.7,63.66,31.95,60.63,73.27,1.04,4.0
2024-01-24,07:00:00,527.38,2.26,13.71,111.58,20.27,60.48,69.61,0.09,4.0
2024-01-24,08:00:00,500.68,1.15,9.94,137.33,15.26,61.79,69.53,0.49,4.0
2024-01-24,09:00:00,514.03,0.95,10.45,147.34,14.9,62.73,70.08,0.72,4.0
2024-01-24,10:00:00,607.49,1.44,17.31,145.91,16.45,64.27,71.6,1.42,4.0
2024-01-24,11:00:00,841.14,2.51,36.33,125.89,19.79,67.12,74.84,2.79,4.0
2024-01-24,12:00:00,1148.22,2.21,61.69,91.55,22.17,68.22,76.31,4.05,4.0
2024-01-24,13:00:00,1508.71,0.27,94.59,48.64,25.75,72.0,81.16,5.83,4.0
2024-01-24,14:00:00,1815.8,0.15,115.16,20.74,29.56,79.32,90.42,7.85,5.0
2024-01-24,15:00:00,1655.58,0.12,97.33,22.17,26.7,78.19,90.52,8.61,5.0
2024-01-24,16:00:00,1068.12,0.0,52.78,46.49,17.64,62.16,73.65,7.54,4.0
2024-01-24,17:00:00,687.6,0.0,26.05,66.52,11.44,45.92,55.58,6.33,3.0
2024-01-24,18:00:00,540.73,0.0,17.31,79.39,10.97,39.9,49.14,4.81,3.0
2024-01-24,19:00:00,440.6,0.0,11.48,90.84,14.19,45.22,55.94,2.5,3.0
2024-01-24,20:00:00,420.57,0.0,9.94,87.98,15.5,50.49,62.42,1.79,4.0
2024-01-24,21:00:00,407.22,0.0,9.51,80.11,17.64,52.62,65.31,1.31,4.0
2024-01-24,22:00:00,413.89,0.0,10.8,67.95,18.36,56.11,68.95,0.98,4.0
2024-01-24,23:00:00,440.6,0.0,13.02,56.51,17.88,60.95,73.93,0.82,4.0
2024-01-25,00:00:00,487.33,0.0,17.31,45.06,19.07,68.38,81.55,0.27,4.0
2024-01-25,01:00:00,620.84,0.12,28.45,29.33,21.22,80.26,93.92,0.0,5.0
2024-01-25,02:00:00,961.3,4.69,48.67,6.97,25.03,95.36,110.25,0.0,5.0
2024-01-25,03:00:00,1308.44,19.45,54.84,4.96,29.09,105.4,120.82,0.0,5.0
2024-01-25,04:00:00,607.49,2.07,23.65,72.96,19.55,62.78,72.61,0.0,4.0
2024-01-25,05:00:00,494.0,1.65,13.71,95.84,15.74,59.52,68.61,0.0,4.0
2024-01-25,06:00:00,460.62,1.47,10.45,111.58,15.26,62.95,71.69,0.0,4.0
2024-01-25,07:00:00,440.6,1.12,8.83,124.45,13.95,62.85,70.8,0.0,4.0
2024-01-25,08:00:00,433.92,1.05,9.0,127.32,13.23,59.92,67.04,0.0,4.0
2024-01-25,09:00:00,427.25,1.03,9.77,124.45,12.76,54.98,61.45,0.0,4.0
2024-01-25,10:00:00,494.0,1.63,16.11,113.01,13.95,51.09,57.35,0.0,4.0
2024-01-25,11:00:00,667.57,2.74,30.5,91.55,16.21,49.11,55.51,0.59,3.0
2024-01-25,12:00:00,854.49,2.18,45.93,67.95,16.45,45.9,52.41,2.09,3.0
2024-01-25,13:00:00,867.84,0.19,46.61,58.65,14.31,41.79,48.34,3.23,3.0
2024-01-25,14:00:00,747.68,0.0,34.27,65.8,12.04,37.91,44.91,4.88,3.0
2024-01-25,15:00:00,654.22,0.0,25.02,70.1,10.13,34.76,42.22,6.21,3.0
2024-01-25,16:00:00,560.76,0.0,18.34,70.1,8.23,31.37,39.25,6.33,3.0
